Day;Hour;Price (Kč/MWh)
08.05.2024;15;1 638,83
08.05.2024;16;1 726,10
08.05.2024;17;1 857,37
08.05.2024;18;2 231,20
08.05.2024;19;2 644,03
08.05.2024;20;3 138,13
08.05.2024;21;3 305,91
08.05.2024;22;2 806,06
08.05.2024;23;2 375,48
08.05.2024;24;2 158,68
09.05.2024;1;2 199,96
09.05.2024;2;2 212,93
09.05.2024;3;2 082,49
09.05.2024;4;2 085,98
09.05.2024;5;2 248,34
09.05.2024;6;2 287,75
09.05.2024;7;2 222,90
09.05.2024;8;2 022,14
09.05.2024;9;1 640,05
09.05.2024;10;544,69
09.05.2024;11;72,83
09.05.2024;12;-58,36
09.05.2024;13;-67,34
09.05.2024;14;-76,07
09.05.2024;15;-96,02
09.05.2024;16;-71,83
09.05.2024;17;-45,14
09.05.2024;18;1 614,62
09.05.2024;19;2 252,58
09.05.2024;20;2 796,52
09.05.2024;21;3 367,15
09.05.2024;22;3 097,80
09.05.2024;23;2 518,19
09.05.2024;24;2 201,20
10.05.2024;1;2 244,15
10.05.2024;2;2 061,88
10.05.2024;3;1 865,64
10.05.2024;4;1 800,81
10.05.2024;5;1 812,53
10.05.2024;6;2 223,70
10.05.2024;7;2 835,86
10.05.2024;8;2 749,08
10.05.2024;9;2 380,54
10.05.2024;10;1 694,33
10.05.2024;11;503,19
10.05.2024;12;44,14
10.05.2024;13;-20,2
10.05.2024;14;-28,18
10.05.2024;15;-30,67
10.05.2024;16;493,96
10.05.2024;17;1 641,97
10.05.2024;18;2 123,47
10.05.2024;19;2 631,89
10.05.2024;20;3 390,41
10.05.2024;21;4 230,72
10.05.2024;22;3 354,51
10.05.2024;23;2 582,27
10.05.2024;24;2 280,56
11.05.2024;1;2 429,67
11.05.2024;2;2 369,07
11.05.2024;3;2 263,35
11.05.2024;4;2 238,17
11.05.2024;5;2 260,86
11.05.2024;6;2 284,55
11.05.2024;7;2 159,62
11.05.2024;8;1 994,80
11.05.2024;9;1 406,58
11.05.2024;10;169,56
11.05.2024;11;0
11.05.2024;12;-272,54
11.05.2024;13;-544,83
11.05.2024;14;-582,48
11.05.2024;15;-625,12
11.05.2024;16;-302,96
11.05.2024;17;-10,72
11.05.2024;18;830,59
11.05.2024;19;2 169,10
11.05.2024;20;2 653,83
11.05.2024;21;3 028,36
11.05.2024;22;2 658,82
11.05.2024;23;2 183,81
11.05.2024;24;1 729,99
12.05.2024;1;1 640,47
12.05.2024;2;1 368,68
12.05.2024;3;1 115,34
12.05.2024;4;1 034,05
12.05.2024;5;1 164,47
12.05.2024;6;1 094,40
12.05.2024;7;439,11
12.05.2024;8;119,44
12.05.2024;9;58,6
12.05.2024;10;-71,56
12.05.2024;11;-648,56
12.05.2024;12;-1 787,84
12.05.2024;13;-2 525,67
12.05.2024;14;-3 459,73
12.05.2024;15;-3 408,86
12.05.2024;16;-2 233,68
12.05.2024;17;-768,75
12.05.2024;18;-85,53
12.05.2024;19;1 115,34
12.05.2024;20;2 025,97
12.05.2024;21;2 815,91
12.05.2024;22;1 906,53
12.05.2024;23;1 594,34
12.05.2024;24;1 235,28
13.05.2024;1;477,66
13.05.2024;2;482,12
13.05.2024;3;531,42
13.05.2024;4;502,69
13.05.2024;5;512,35
13.05.2024;6;1 326,21
13.05.2024;7;2 111,08
13.05.2024;8;2 637,79
13.05.2024;9;1 913,87
13.05.2024;10;1 034,36
13.05.2024;11;263,11
13.05.2024;12;-24,03
13.05.2024;13;-100,34
13.05.2024;14;-31,46
13.05.2024;15;-60,95
13.05.2024;16;-2,48
13.05.2024;17;194,73
13.05.2024;18;1 743,66
13.05.2024;19;2 362,79
13.05.2024;20;3 495,51
13.05.2024;21;3 200,93
13.05.2024;22;2 490,38
13.05.2024;23;2 146,51
13.05.2024;24;1 853,17
14.05.2024;1;1 473,91
14.05.2024;2;1 043,42
14.05.2024;3;860,48
14.05.2024;4;752,55
14.05.2024;5;1 156,55
14.05.2024;6;1 664,28
14.05.2024;7;2 104,18
14.05.2024;8;2 157,40
14.05.2024;9;1 180,32
14.05.2024;10;212,89
14.05.2024;11;10,15
14.05.2024;12;-283,2
14.05.2024;13;-582,49
14.05.2024;14;-790,43
14.05.2024;15;-695,37
14.05.2024;16;-403,51
14.05.2024;17;16,09
14.05.2024;18;816,42
14.05.2024;19;1 991,05
14.05.2024;20;2 435,89
14.05.2024;21;3 239,69
14.05.2024;22;2 162,10
14.05.2024;23;1 549,66
14.05.2024;24;1 541,49
15.05.2024;1;1 485,60
15.05.2024;2;1 465,05
15.05.2024;3;1 238,00
15.05.2024;4;950,29
15.05.2024;5;1 485,60
15.05.2024;6;1 407,11
15.05.2024;7;2 313,33
15.05.2024;8;2 363,34
15.05.2024;9;2 105,10
15.05.2024;10;1 139,46
15.05.2024;11;188,42
15.05.2024;12;-24,76
15.05.2024;13;-157,23
15.05.2024;14;-174,81
15.05.2024;15;-93,1
15.05.2024;16;231,75
15.05.2024;17;970,59
15.05.2024;18;1 623,02
15.05.2024;19;2 036,26
15.05.2024;20;2 678,78
15.05.2024;21;2 823,14
15.05.2024;22;2 082,32
15.05.2024;23;1 719,83
15.05.2024;24;1 701,01
16.05.2024;1;1 433,47
16.05.2024;2;1 325,22
16.05.2024;3;1 070,41
16.05.2024;4;1 271,83
16.05.2024;5;1 111,43
16.05.2024;6;1 523,43
16.05.2024;7;2 045,66
16.05.2024;8;2 763,88
16.05.2024;9;2 150,21
16.05.2024;10;1 485,12
16.05.2024;11;559,05
16.05.2024;12;277,06
16.05.2024;13;250,12
16.05.2024;14;446,85
16.05.2024;15;624,05
16.05.2024;16;1 196,70
16.05.2024;17;1 241,43
16.05.2024;18;1 606,48
16.05.2024;19;1 859,31
16.05.2024;20;2 327,41
16.05.2024;21;2 684,05
16.05.2024;22;1 924,06
16.05.2024;23;2 071,36
16.05.2024;24;1 762,43
17.05.2024;1;1 749,22
17.05.2024;2;1 645,93
17.05.2024;3;1 642,23
17.05.2024;4;1 604,67
17.05.2024;5;1 640,50
17.05.2024;6;1 648,65
17.05.2024;7;2 087,25
17.05.2024;8;2 975,58
17.05.2024;9;2 911,58
17.05.2024;10;2 655,58
17.05.2024;11;2 604,93
17.05.2024;12;2 367,96
17.05.2024;13;1 649,64
17.05.2024;14;1 306,67
17.05.2024;15;1 520,41
17.05.2024;16;1 606,40
17.05.2024;17;1 540,17
17.05.2024;18;2 107,52
17.05.2024;19;2 342,51
17.05.2024;20;2 469,77
17.05.2024;21;2 909,60
17.05.2024;22;2 368,95
17.05.2024;23;2 260,72
17.05.2024;24;2 009,91
18.05.2024;1;1 744,53
18.05.2024;2;1 504,59
18.05.2024;3;1 566,61
18.05.2024;4;1 624,68
18.05.2024;5;1 721,05
18.05.2024;6;1 821,37
18.05.2024;7;1 797,41
18.05.2024;8;1 757,62
18.05.2024;9;1 589,84
18.05.2024;10;1 180,15
18.05.2024;11;233,02
18.05.2024;12;17,54
18.05.2024;13;-0,49
18.05.2024;14;-33,61
18.05.2024;15;-72,65
18.05.2024;16;-56,59
18.05.2024;17;-6,43
18.05.2024;18;1 262,68
18.05.2024;19;2 099,61
18.05.2024;20;2 747,01
18.05.2024;21;3 305,21
18.05.2024;22;3 052,18
18.05.2024;23;2 449,50
18.05.2024;24;2 210,31
19.05.2024;1;2 255,28
19.05.2024;2;2 245,89
19.05.2024;3;2 226,37
19.05.2024;4;2 191,28
19.05.2024;5;2 170,28
19.05.2024;6;2 028,94
19.05.2024;7;1 884,88
19.05.2024;8;1 747,74
19.05.2024;9;1 151,49
19.05.2024;10;68,94
19.05.2024;11;-83,52
19.05.2024;12;-108,72
19.05.2024;13;-175,44
19.05.2024;14;-327,9
19.05.2024;15;-526,08
19.05.2024;16;-384,49
19.05.2024;17;-120,59
19.05.2024;18;26,44
19.05.2024;19;1 704,00
19.05.2024;20;2 146,81
19.05.2024;21;2 670,66
19.05.2024;22;3 067,75
19.05.2024;23;2 574,78
19.05.2024;24;2 163,36
20.05.2024;1;2 274,07
20.05.2024;2;2 054,58
20.05.2024;3;2 189,69
20.05.2024;4;2 180,28
20.05.2024;5;2 233,73
20.05.2024;6;2 321,58
20.05.2024;7;2 641,28
20.05.2024;8;2 650,19
20.05.2024;9;1 778,42
20.05.2024;10;749,03
20.05.2024;11;251,16
20.05.2024;12;91,8
20.05.2024;13;12,37
20.05.2024;14;-49
20.05.2024;15;-63,1
20.05.2024;16;457,78
20.05.2024;17;866,08
20.05.2024;18;2 240,17
20.05.2024;19;2 512,86
20.05.2024;20;3 041,66
20.05.2024;21;3 607,57
20.05.2024;22;3 080,26
20.05.2024;23;2 585,85
20.05.2024;24;2 200,82
21.05.2024;1;2 142,47
21.05.2024;2;1 927,26
21.05.2024;3;1 855,69
21.05.2024;4;1 900,61
21.05.2024;5;1 812,50
21.05.2024;6;1 989,70
21.05.2024;7;2 750,34
21.05.2024;8;3 033,91
21.05.2024;9;2 394,95
21.05.2024;10;2 047,70
21.05.2024;11;1 678,49
21.05.2024;12;1 370,73
21.05.2024;13;1 012,13
21.05.2024;14;1 523,00
21.05.2024;15;1 392,94
21.05.2024;16;1 761,66
21.05.2024;17;2 014,63
21.05.2024;18;2 221,45
21.05.2024;19;2 535,62
21.05.2024;20;3 220,49
21.05.2024;21;2 422,10
21.05.2024;22;2 277,47
21.05.2024;23;2 297,96
21.05.2024;24;2 147,16
22.05.2024;1;1 778,78
22.05.2024;2;1 575,09
22.05.2024;3;1 598,60
22.05.2024;4;1 474,85
22.05.2024;5;1 504,55
22.05.2024;6;1 727,80
22.05.2024;7;2 410,90
22.05.2024;8;2 574,99
22.05.2024;9;2 475,00
22.05.2024;10;2 051,53
22.05.2024;11;1 801,55
22.05.2024;12;1 782,99
22.05.2024;13;1 597,12
22.05.2024;14;1 386,50
22.05.2024;15;1 487,23
22.05.2024;16;1 828,53
22.05.2024;17;2 141,37
22.05.2024;18;2 257,94
22.05.2024;19;2 444,81
22.05.2024;20;3 642,95
22.05.2024;21;3 825,86
22.05.2024;22;3 302,39
22.05.2024;23;2 675,23
22.05.2024;24;2 314,62
23.05.2024;1;1 940,96
23.05.2024;2;1 914,98
23.05.2024;3;1 808,13
23.05.2024;4;1 858,09
23.05.2024;5;1 898,91
23.05.2024;6;2 058,45
23.05.2024;7;2 622,41
23.05.2024;8;2 895,73
23.05.2024;9;2 408,69
23.05.2024;10;1 868,24
23.05.2024;11;1 832,37
23.05.2024;12;1 597,63
23.05.2024;13;1 307,99
23.05.2024;14;1 119,51
23.05.2024;15;1 429,19
23.05.2024;16;1 811,34
23.05.2024;17;2 097,03
23.05.2024;18;2 346,12
23.05.2024;19;2 797,03
23.05.2024;20;3 812,41
23.05.2024;21;4 391,45
23.05.2024;22;3 791,88
23.05.2024;23;3 100,29
23.05.2024;24;2 586,29
24.05.2024;1;2 545,46
24.05.2024;2;2 318,93
24.05.2024;3;2 213,34
24.05.2024;4;2 169,07
24.05.2024;5;2 246,72
24.05.2024;6;2 540,76
24.05.2024;7;3 040,06
24.05.2024;8;3 024,48
24.05.2024;9;2 645,12
24.05.2024;10;2 463,60
24.05.2024;11;2 211,85
24.05.2024;12;2 016,98
24.05.2024;13;1 977,16
24.05.2024;14;1 912,12
24.05.2024;15;1 939,08
24.05.2024;16;2 054,82
24.05.2024;17;2 084,00
24.05.2024;18;2 446,54
24.05.2024;19;2 768,03
24.05.2024;20;3 203,52
24.05.2024;21;3 267,08
24.05.2024;22;2 819,22
24.05.2024;23;2 712,14
24.05.2024;24;2 469,04
25.05.2024;1;2 346,38
25.05.2024;2;2 269,72
25.05.2024;3;2 235,10
25.05.2024;4;2 204,19
25.05.2024;5;2 201,22
25.05.2024;6;2 270,46
25.05.2024;7;2 272,69
25.05.2024;8;2 129,50
25.05.2024;9;1 883,93
25.05.2024;10;1 591,13
25.05.2024;11;1 004,78
25.05.2024;12;228,75
25.05.2024;13;80,13
25.05.2024;14;0,99
25.05.2024;15;0
25.05.2024;16;0,5
25.05.2024;17;350,92
25.05.2024;18;1 872,56
25.05.2024;19;2 372,10
25.05.2024;20;2 861,76
25.05.2024;21;3 318,02
25.05.2024;22;3 430,30
25.05.2024;23;2 894,89
25.05.2024;24;2 607,53
26.05.2024;1;2 724,01
26.05.2024;2;2 529,88
26.05.2024;3;2 331,54
26.05.2024;4;2 334,02
26.05.2024;5;2 365,92
26.05.2024;6;2 300,14
26.05.2024;7;2 163,38
26.05.2024;8;1 860,44
26.05.2024;9;327,67
26.05.2024;10;0,5
26.05.2024;11;0
26.05.2024;12;-2,23
26.05.2024;13;-53,42
26.05.2024;14;-267,83
26.05.2024;15;-600,44
26.05.2024;16;-249,03
26.05.2024;17;-15,09
26.05.2024;18;1 426,67
26.05.2024;19;2 322,39
26.05.2024;20;2 792,76
26.05.2024;21;2 801,17
26.05.2024;22;2 901,82
26.05.2024;23;2 575,38
26.05.2024;24;2 163,88
27.05.2024;1;1 916,72
27.05.2024;2;1 873,43
27.05.2024;3;1 858,59
27.05.2024;4;1 858,59
27.05.2024;5;1 946,40
27.05.2024;6;2 099,51
27.05.2024;7;2 698,59
27.05.2024;8;3 133,68
27.05.2024;9;2 979,58
27.05.2024;10;2 237,28
27.05.2024;11;1 916,72
27.05.2024;12;1 851,66
27.05.2024;13;1 718,34
27.05.2024;14;1 689,15
27.05.2024;15;1 668,13
27.05.2024;16;1 918,69
27.05.2024;17;2 131,17
27.05.2024;18;2 602,12
27.05.2024;19;3 138,13
27.05.2024;20;4 352,37
27.05.2024;21;5 155,76
27.05.2024;22;3 874,00
27.05.2024;23;3 149,76
27.05.2024;24;2 692,90
28.05.2024;1;2 432,46
28.05.2024;2;2 227,17
28.05.2024;3;2 175,17
28.05.2024;4;2 102,96
28.05.2024;5;2 069,69
28.05.2024;6;2 186,26
28.05.2024;7;2 760,24
28.05.2024;8;3 005,95
28.05.2024;9;2 549,03
28.05.2024;10;2 129,82
28.05.2024;11;1 808,70
28.05.2024;12;1 738,21
28.05.2024;13;1 535,88
28.05.2024;14;1 389,24
28.05.2024;15;1 389,49
28.05.2024;16;1 651,22
28.05.2024;17;1 830,88
28.05.2024;18;2 129,08
28.05.2024;19;2 485,45
28.05.2024;20;3 052,78
28.05.2024;21;3 459,91
28.05.2024;22;2 875,09
28.05.2024;23;2 498,26
28.05.2024;24;2 303,57
29.05.2024;1;1 739,65
29.05.2024;2;1 497,10
29.05.2024;3;1 245,65
29.05.2024;4;1 499,82
29.05.2024;5;1 484,49
29.05.2024;6;1 407,59
29.05.2024;7;1 988,39
29.05.2024;8;2 381,76
29.05.2024;9;2 281,62
29.05.2024;10;1 723,58
29.05.2024;11;1 690,45
29.05.2024;12;1 549,02
29.05.2024;13;1 468,67
29.05.2024;14;1 549,52
29.05.2024;15;1 548,03
29.05.2024;16;1 737,43
29.05.2024;17;1 783,91
29.05.2024;18;2 276,18
29.05.2024;19;2 551,62
29.05.2024;20;2 922,74
29.05.2024;21;3 391,78
29.05.2024;22;3 461,50
29.05.2024;23;2 998,15
29.05.2024;24;2 472,50
30.05.2024;1;2 526,54
30.05.2024;2;2 431,18
30.05.2024;3;2 315,50
30.05.2024;4;2 376,68
30.05.2024;5;2 416,31
30.05.2024;6;2 576,58
30.05.2024;7;2 600,85
30.05.2024;8;2 568,15
30.05.2024;9;2 369,25
30.05.2024;10;2 277,85
30.05.2024;11;2 047,49
30.05.2024;12;1 948,41
30.05.2024;13;1 771,06
30.05.2024;14;1 573,14
30.05.2024;15;1 572,65
30.05.2024;16;1 691,05
30.05.2024;17;2 092,07
30.05.2024;18;2 255,31
30.05.2024;19;2 688,04
30.05.2024;20;3 023,43
30.05.2024;21;3 490,09
30.05.2024;22;3 333,55
30.05.2024;23;2 712,81
30.05.2024;24;2 496,32
31.05.2024;1;2 392,93
31.05.2024;2;2 012,72
31.05.2024;3;1 974,18
31.05.2024;4;1 847,69
31.05.2024;5;1 870,91
31.05.2024;6;2 231,60
31.05.2024;7;2 656,04
31.05.2024;8;2 748,93
31.05.2024;9;2 740,28
31.05.2024;10;2 519,91
31.05.2024;11;2 245,19
31.05.2024;12;2 058,92
31.05.2024;13;1 887,46
31.05.2024;14;1 727,62
31.05.2024;15;1 643,13
31.05.2024;16;1 677,22
31.05.2024;17;1 876,10
31.05.2024;18;2 141,92
31.05.2024;19;2 482,11
31.05.2024;20;2 760,78
31.05.2024;21;2 853,43
31.05.2024;22;2 618,48
31.05.2024;23;2 560,92
31.05.2024;24;2 212,58
01.06.2024;1;2 172,81
01.06.2024;2;2 084,86
01.06.2024;3;2 020,13
01.06.2024;4;1 795,81
01.06.2024;5;1 824,22
01.06.2024;6;1 823,48
01.06.2024;7;1 945,27
01.06.2024;8;1 865,23
01.06.2024;9;1 812,36
01.06.2024;10;1 533,93
01.06.2024;11;1 180,90
01.06.2024;12;1 049,22
01.06.2024;13;531,16
01.06.2024;14;186,52
01.06.2024;15;69,67
01.06.2024;16;137,85
01.06.2024;17;325,61
01.06.2024;18;1 287,38
01.06.2024;19;1 989,49
01.06.2024;20;2 092,76
01.06.2024;21;1 976,40
01.06.2024;22;1 998,14
01.06.2024;23;2 254,58
01.06.2024;24;1 950,71
02.06.2024;1;1 316,78
02.06.2024;2;1 210,55
02.06.2024;3;968,19
02.06.2024;4;835,52
02.06.2024;5;213,7
02.06.2024;6;119,57
02.06.2024;7;121,06
02.06.2024;8;101,54
02.06.2024;9;23,96
02.06.2024;10;0
02.06.2024;11;34,34
02.06.2024;12;11,12
02.06.2024;13;-12,35
02.06.2024;14;-125,5
02.06.2024;15;-432,09
02.06.2024;16;-472,36
02.06.2024;17;-162,07
02.06.2024;18;-70,16
02.06.2024;19;967,94
02.06.2024;20;1 957,13
02.06.2024;21;2 068,80
02.06.2024;22;2 522,63
02.06.2024;23;2 584,64
02.06.2024;24;2 317,58
03.06.2024;1;2 341,23
03.06.2024;2;2 149,16
03.06.2024;3;2 131,11
03.06.2024;4;2 116,28
03.06.2024;5;2 070,05
03.06.2024;6;2 429,23
03.06.2024;7;3 228,68
03.06.2024;8;4 741,05
03.06.2024;9;4 024,66
03.06.2024;10;3 140,92
03.06.2024;11;2 441,10
03.06.2024;12;2 365,95
03.06.2024;13;2 004,55
03.06.2024;14;1 875,75
03.06.2024;15;1 769,71
03.06.2024;16;1 815,68
03.06.2024;17;1 952,39
03.06.2024;18;2 694,23
03.06.2024;19;3 188,39
03.06.2024;20;4 430,32
03.06.2024;21;5 204,30
03.06.2024;22;4 752,91
03.06.2024;23;3 600,72
03.06.2024;24;2 889,03
04.06.2024;1;2 652,83
04.06.2024;2;2 486,41
04.06.2024;3;2 371,25
04.06.2024;4;2 345,25
04.06.2024;5;2 338,06
04.06.2024;6;2 614,44
04.06.2024;7;3 513,16
04.06.2024;8;4 285,58
04.06.2024;9;3 501,77
04.06.2024;10;2 749,41
04.06.2024;11;2 239,75
04.06.2024;12;2 002,99
04.06.2024;13;1 683,53
04.06.2024;14;1 388,33
04.06.2024;15;1 162,72
04.06.2024;16;1 110,71
04.06.2024;17;1 970,55
04.06.2024;18;2 348,47
04.06.2024;19;2 964,62
04.06.2024;20;4 172,66
04.06.2024;21;5 549,84
04.06.2024;22;3 449,52
04.06.2024;23;2 771,70
04.06.2024;24;2 247,67
05.06.2024;1;1 898,47
05.06.2024;2;1 571,90
05.06.2024;3;1 549,95
05.06.2024;4;1 641,46
05.06.2024;5;1 603,47
05.06.2024;6;2 035,60
05.06.2024;7;2 687,75
05.06.2024;8;3 628,96
05.06.2024;9;2 814,28
05.06.2024;10;2 106,88
05.06.2024;11;1 750,97
05.06.2024;12;1 584,73
05.06.2024;13;1 239,66
05.06.2024;14;768,81
05.06.2024;15;670,64
05.06.2024;16;1 448,08
05.06.2024;17;1 439,94
05.06.2024;18;2 248,71
05.06.2024;19;2 856,70
05.06.2024;20;3 262,69
05.06.2024;21;3 840,34
05.06.2024;22;3 961,45
05.06.2024;23;3 537,95
05.06.2024;24;2 785,42
06.06.2024;1;2 487,64
06.06.2024;2;2 383,19
06.06.2024;3;2 180,69
06.06.2024;4;2 160,00
06.06.2024;5;2 222,32
06.06.2024;6;2 542,83
06.06.2024;7;3 082,58
06.06.2024;8;3 165,60
06.06.2024;9;2 406,84
06.06.2024;10;1 772,00
06.06.2024;11;1 423,90
06.06.2024;12;733,88
06.06.2024;13;565,13
06.06.2024;14;442,2
06.06.2024;15;574,74
06.06.2024;16;730,18
06.06.2024;17;1 408,14
06.06.2024;18;2 261,99
06.06.2024;19;2 570,66
06.06.2024;20;2 955,46
06.06.2024;21;3 892,33
06.06.2024;22;4 024,13
06.06.2024;23;3 204,27
06.06.2024;24;2 663,29
07.06.2024;1;2 530,00
07.06.2024;2;2 348,63
07.06.2024;3;2 226,50
07.06.2024;4;2 110,99
07.06.2024;5;2 028,91
07.06.2024;6;2 357,97
07.06.2024;7;2 790,25
07.06.2024;8;2 895,92
07.06.2024;9;2 506,65
07.06.2024;10;1 935,53
07.06.2024;11;1 499,57
07.06.2024;12;1 017,16
07.06.2024;13;833,34
07.06.2024;14;623,22
07.06.2024;15;410,65
07.06.2024;16;220,93
07.06.2024;17;618,8
07.06.2024;18;1 559,78
07.06.2024;19;2 390,66
07.06.2024;20;3 076,05
07.06.2024;21;3 671,75
07.06.2024;22;3 701,98
07.06.2024;23;3 071,88
07.06.2024;24;2 540,81
08.06.2024;1;2 492,64
08.06.2024;2;2 286,70
08.06.2024;3;2 124,51
08.06.2024;4;2 066,27
08.06.2024;5;2 067,00
08.06.2024;6;2 034,32
08.06.2024;7;1 971,41
08.06.2024;8;1 562,48
08.06.2024;9;1 043,95
08.06.2024;10;297,6
08.06.2024;11;-5,41
08.06.2024;12;-56,77
08.06.2024;13;-255,33
08.06.2024;14;-588,57
08.06.2024;15;-745,85
08.06.2024;16;-513,13
08.06.2024;17;-84,05
08.06.2024;18;327,34
08.06.2024;19;1 567,15
08.06.2024;20;2 001,63
08.06.2024;21;2 327,74
08.06.2024;22;2 011,46
08.06.2024;23;2 397,78
08.06.2024;24;1 928,65
09.06.2024;1;1 825,43
09.06.2024;2;1 559,28
09.06.2024;3;1 008,56
09.06.2024;4;309,4
09.06.2024;5;372,56
09.06.2024;6;212,82
09.06.2024;7;143,76
09.06.2024;8;54,56
09.06.2024;9;-4,67
09.06.2024;10;-50,38
09.06.2024;11;-189,72
09.06.2024;12;-372,31
09.06.2024;13;-606,51
09.06.2024;14;-797,46
09.06.2024;15;-912,72
09.06.2024;16;-709,23
09.06.2024;17;-29,74
09.06.2024;18;210,12
09.06.2024;19;1 935,77
09.06.2024;20;2 396,55
09.06.2024;21;2 830,30
09.06.2024;22;2 599,05
09.06.2024;23;2 661,96
09.06.2024;24;2 392,87
